date,airline,flight_number,origin,destination,origin_country,destination_country,aircraft_type,passengers_affected,reason
2026-04-13,Air Arabia,AI8032,Istanbul,Dubai,Turkey,UAE,Airbus A330-300,135,Airspace closure — NOTAM
2026-04-13,Oman Air,OM990,Lahore,Doha,Pakistan,Qatar,Boeing 737-800,144,Security risk — conflict zone
2026-04-13,Jazeera Airways,JA8937,Frankfurt,Dubai,Germany,UAE,Airbus A350-900,145,Diplomatic advisory — do not fly
2026-04-13,Lufthansa,LU9323,Doha,London,Qatar,UK,Boeing 777-200LR,95,Fuel supply disruption
2026-04-14,Turkish Airlines,TU9054,Dubai,Mumbai,UAE,India,Airbus A380-800,360,ATC flow restrictions — congestion
2026-04-14,Air Arabia,AI1167,Paris,Beirut,France,Lebanon,Airbus A350-900,430,Diplomatic advisory — do not fly
2026-04-14,Etihad Airways,ET1359,Bahrain,Dubai,Bahrain,UAE,Airbus A330-300,202,Insurance restriction — war zone
2026-04-14,Turkish Airlines,TU3785,Abu Dhabi,Washington,UAE,USA,Airbus A340-600,188,Insurance restriction — war zone
2026-04-14,Air France,AI881,London,Kuwait City,UK,Kuwait,Boeing 787-9 Dreamliner,444,Crew safety — company policy
2026-04-14,Thai Airways,TH5931,Doha,Paris,Qatar,France,Boeing 787-9 Dreamliner,215,Security risk — conflict zone
2026-04-14,Singapore Airlines,SI8708,Mumbai,Doha,India,Qatar,Boeing 737 MAX 8,130,Airport closure — military activity
2026-04-14,Cathay Pacific,CA1321,Islamabad,Dubai,Pakistan,UAE,Airbus A330-300,82,Government travel ban
2026-04-14,Pakistan International Airlines,PA7830,New York,Dubai,USA,UAE,Airbus A330-300,349,Government travel ban
2026-04-14,flydubai,FL5402,Paris,Doha,France,Qatar,Airbus A340-600,307,Crew duty-time exceedance after long reroutes
2026-04-14,KLM,KL4387,Dubai,Frankfurt,UAE,Germany,Airbus A321neo,347,Government travel ban
2026-04-14,Iran Air,IR6577,London,Bahrain,UK,Bahrain,Airbus A380-800,208,ATC flow restrictions — congestion
2026-04-14,Air France,AI7326,Mumbai,Kuwait City,India,Kuwait,Airbus A350-900,141,Airspace closure — NOTAM
2026-04-14,Mahan Air,MA2599,Karachi,Dubai,Pakistan,UAE,Boeing 777-300ER,282,Insurance restriction — war zone
2026-04-14,Delta Air Lines,DE1624,Kuwait City,Mumbai,Kuwait,India,Boeing 787-10 Dreamliner,152,Security risk — conflict zone
2026-04-15,Air Arabia,AI2302,Kuwait City,London,Kuwait,UK,Boeing 777-200LR,157,Fuel supply disruption
2026-04-15,Malaysia Airlines,MA2199,Lahore,Doha,Pakistan,Qatar,Airbus A321neo,306,Airspace closure — NOTAM
2026-04-15,Iran Air,IR8741,Mumbai,Dubai,India,UAE,Boeing 737-800,155,Diplomatic advisory — do not fly
2026-04-15,Singapore Airlines,SI646,Dubai,Frankfurt,UAE,Germany,Boeing 777-200LR,338,Security risk — conflict zone
2026-04-15,Turkish Airlines,TU4197,Los Angeles,Doha,USA,Qatar,Boeing 777-300ER,409,Fuel supply disruption
2026-04-15,Jazeera Airways,JA4978,Beijing,Tehran,China,Iran,Airbus A321neo,178,Crew safety — company policy
2026-04-15,EgyptAir,EG901,London,Bahrain,UK,Bahrain,Airbus A320neo,194,Crew duty-time exceedance after long reroutes
2026-04-15,Kuwait Airways,KU8020,Istanbul,Dubai,Turkey,UAE,Airbus A350-900,116,Diplomatic advisory — do not fly
2026-04-15,Kuwait Airways,KU2855,Dubai,Paris,UAE,France,Boeing 737-800,398,Security risk — conflict zone
2026-04-15,Delta Air Lines,DE8904,Bahrain,Dubai,Bahrain,UAE,Airbus A380-800,449,Temporary corridor suspension — safety bulletin
2026-04-15,Gulf Air,GU5473,London,Doha,UK,Qatar,Airbus A340-600,155,Airport closure — military activity
2026-04-15,Ethiopian Airlines,ET1518,Dubai,Islamabad,UAE,Pakistan,Airbus A320neo,201,Insurance restriction — war zone
2026-04-15,American Airlines,AM7598,Dubai,Sydney,UAE,Australia,Boeing 777-200LR,208,Security risk — conflict zone
2026-04-15,Singapore Airlines,SI6837,London,Abu Dhabi,UK,UAE,Airbus A380-800,126,Airport closure — military activity
2026-04-15,Emirates,EM821,London,Muscat,UK,Oman,Airbus A321neo,91,Airport closure — military activity
2026-04-15,American Airlines,AM7462,Mumbai,Kuwait City,India,Kuwait,Airbus A350-900,247,Fuel supply disruption
2026-04-15,Pakistan International Airlines,PA4728,Dubai,Singapore,UAE,Singapore,Airbus A350-900,356,Temporary corridor suspension — safety bulletin
2026-04-16,Emirates SkyCargo,EM5707,Singapore,London,Singapore,UK,Airbus A320neo,183,Temporary corridor suspension — safety bulletin
2026-04-16,Turkish Airlines,TU2540,Beijing,Tehran,China,Iran,Airbus A320neo,165,Security risk — conflict zone
2026-04-16,Delta Air Lines,DE8276,Dubai,Paris,UAE,France,Boeing 777-200LR,292,Crew duty-time exceedance after long reroutes
2026-04-16,British Airways,BR1269,Cairo,Riyadh,Egypt,Saudi Arabia,Airbus A321neo,282,Airspace closure — NOTAM
2026-04-16,Oman Air,OM3021,Bahrain,London,Bahrain,UK,Airbus A321neo,205,Airspace closure — NOTAM
2026-04-16,Saudi Arabian Airlines,SA692,Doha,Lahore,Qatar,Pakistan,Airbus A321neo,343,Government travel ban
2026-04-16,Saudi Arabian Airlines,SA1750,Doha,New York,Qatar,USA,Boeing 737 MAX 8,294,Security risk — conflict zone
2026-04-16,Emirates SkyCargo,EM9053,Dubai,Paris,UAE,France,Airbus A340-600,138,Airport closure — military activity
2026-04-16,Pakistan International Airlines,PA3877,Lahore,Doha,Pakistan,Qatar,Airbus A340-600,242,Government travel ban
2026-04-16,American Airlines,AM1281,Dubai,Bahrain,UAE,Bahrain,Airbus A321neo,400,ATC flow restrictions — congestion
2026-04-16,Qatar Airways,QA5683,Karachi,Istanbul,Pakistan,Turkey,Airbus A320neo,213,Temporary corridor suspension — safety bulletin
2026-04-16,Qatar Airways,QA9948,Abu Dhabi,Washington,UAE,USA,Boeing 787-10 Dreamliner,221,Airspace closure — NOTAM
2026-04-16,United Airlines,UN1960,Singapore,Dubai,Singapore,UAE,Boeing 787-10 Dreamliner,410,Temporary corridor suspension — safety bulletin
2026-04-16,Air India,AI9135,Mumbai,Kuwait City,India,Kuwait,Boeing 777-300ER,216,Crew safety — company policy
2026-04-16,Mahan Air,MA5437,Karachi,Dubai,Pakistan,UAE,Airbus A320neo,413,Diplomatic advisory — do not fly
2026-04-16,EgyptAir,EG1379,London,Bahrain,UK,Bahrain,Boeing 737 MAX 8,169,Airport closure — military activity
2026-04-16,United Airlines,UN7941,Istanbul,Dubai,Turkey,UAE,Boeing 787-10 Dreamliner,333,Temporary corridor suspension — safety bulletin
2026-04-16,Cathay Pacific,CA4796,Frankfurt,Dubai,Germany,UAE,Airbus A380-800,292,ATC flow restrictions — congestion
2026-04-16,Air Arabia,AI5386,London,Muscat,UK,Oman,Airbus A340-600,427,Diplomatic advisory — do not fly
2026-04-16,Mahan Air,MA9269,Doha,London,Qatar,UK,Airbus A350-900,263,Fuel supply disruption
2026-04-16,Cargolux,CA9685,London,Singapore,UK,Singapore,Boeing 737-800,285,Insurance restriction — war zone
2026-04-16,Qatar Airways,QA7052,Dubai,Karachi,UAE,Pakistan,Airbus A321neo,154,Crew duty-time exceedance after long reroutes
2026-04-16,Etihad Airways,ET3665,Riyadh,Cairo,Saudi Arabia,Egypt,Boeing 777-200LR,155,Airport closure — military activity
2026-04-17,Malaysia Airlines,MA5291,Abu Dhabi,Sydney,UAE,Australia,Boeing 787-10 Dreamliner,259,Insurance restriction — war zone
2026-04-17,EgyptAir,EG1147,Riyadh,Islamabad,Saudi Arabia,Pakistan,Boeing 737-800,241,Insurance restriction — war zone
2026-04-17,Air India,AI4742,Doha,Los Angeles,Qatar,USA,Airbus A320neo,388,Insurance restriction — war zone
2026-04-17,Emirates SkyCargo,EM7552,Paris,Beirut,France,Lebanon,Boeing 777-300ER,127,Crew duty-time exceedance after long reroutes
2026-04-17,Singapore Airlines,SI8713,Bahrain,Dubai,Bahrain,UAE,Airbus A350-900,86,Diplomatic advisory — do not fly
2026-04-17,Iran Air,IR3436,Frankfurt,Dubai,Germany,UAE,Airbus A321neo,192,Government travel ban
2026-04-17,Jazeera Airways,JA732,London,Muscat,UK,Oman,Airbus A320neo,198,Fuel supply disruption
2026-04-17,Jazeera Airways,JA9573,Dubai,Karachi,UAE,Pakistan,Boeing 737 MAX 8,101,Airport closure — military activity
2026-04-17,Ethiopian Airlines,ET2867,Karachi,Istanbul,Pakistan,Turkey,Airbus A330-300,127,Airspace closure — NOTAM
2026-04-17,EgyptAir,EG7855,Abu Dhabi,Sydney,UAE,Australia,Airbus A330-300,124,Fuel supply disruption
2026-04-17,Air France,AI685,Riyadh,Islamabad,Saudi Arabia,Pakistan,Airbus A350-900,168,Fuel supply disruption
2026-04-17,FedEx Express,FE4686,Doha,Paris,Qatar,France,Boeing 737 MAX 8,175,Fuel supply disruption
2026-04-17,Ethiopian Airlines,ET3804,Dubai,Bahrain,UAE,Bahrain,Boeing 777-300ER,353,Crew duty-time exceedance after long reroutes
2026-04-17,Lufthansa,LU6722,Dubai,New York,UAE,USA,Airbus A350-900,231,Government travel ban
2026-04-17,Cathay Pacific,CA4163,Cairo,Riyadh,Egypt,Saudi Arabia,Airbus A321neo,434,Insurance restriction — war zone
2026-04-17,Emirates SkyCargo,EM4418,Beijing,Tehran,China,Iran,Airbus A321neo,424,Insurance restriction — war zone
2026-04-17,Emirates SkyCargo,EM1534,Cairo,Dubai,Egypt,UAE,Boeing 737-800,162,Airspace closure — NOTAM
2026-04-17,FedEx Express,FE5334,Doha,New York,Qatar,USA,Airbus A330-300,245,Government travel ban
2026-04-17,Emirates SkyCargo,EM1789,Delhi,Dubai,India,UAE,Airbus A320neo,350,Government travel ban
2026-04-17,Delta Air Lines,DE6317,Riyadh,Cairo,Saudi Arabia,Egypt,Boeing 777-200LR,353,Crew safety — company policy
2026-04-17,Gulf Air,GU9418,Paris,Doha,France,Qatar,Boeing 737 MAX 8,386,Fuel supply disruption
2026-04-17,United Airlines,UN5286,Dubai,Delhi,UAE,India,Airbus A321neo,317,Crew safety — company policy
2026-04-18,Oman Air,OM6476,Karachi,Dubai,Pakistan,UAE,Airbus A320neo,360,Airport closure — military activity
2026-04-18,FedEx Express,FE3862,Singapore,London,Singapore,UK,Boeing 737-800,110,Diplomatic advisory — do not fly
2026-04-18,KLM,KL8974,Los Angeles,Doha,USA,Qatar,Airbus A320neo,196,Temporary corridor suspension — safety bulletin
2026-04-18,KLM,KL5103,Paris,Dubai,France,UAE,Boeing 777-300ER,402,Crew safety — company policy
2026-04-18,Pakistan International Airlines,PA5626,Los Angeles,Doha,USA,Qatar,Boeing 787-10 Dreamliner,167,ATC flow restrictions — congestion
2026-04-18,British Airways,BR5514,Singapore,London,Singapore,UK,Boeing 777-300ER,284,Insurance restriction — war zone
2026-04-18,flydubai,FL9192,Dubai,Istanbul,UAE,Turkey,Boeing 777-300ER,113,Security risk — conflict zone
2026-04-18,Turkish Airlines,TU4478,Lahore,Doha,Pakistan,Qatar,Boeing 737 MAX 8,305,Government travel ban
2026-04-18,Air France,AI5691,New York,Dubai,USA,UAE,Airbus A320neo,257,Government travel ban
2026-04-18,IndiGo,IN4143,London,Riyadh,UK,Saudi Arabia,Boeing 777-300ER,181,Crew duty-time exceedance after long reroutes
2026-04-18,Delta Air Lines,DE1403,Karachi,Dubai,Pakistan,UAE,Airbus A350-900,401,ATC flow restrictions — congestion
2026-04-18,Delta Air Lines,DE581,Dubai,Frankfurt,UAE,Germany,Boeing 787-10 Dreamliner,421,Insurance restriction — war zone
2026-04-18,Air France,AI692,Singapore,Dubai,Singapore,UAE,Airbus A330-300,114,Airport closure — military activity
2026-04-18,Iran Air,IR6684,London,Muscat,UK,Oman,Boeing 777-300ER,251,Airspace closure — NOTAM
2026-04-18,Air India,AI2674,Karachi,Dubai,Pakistan,UAE,Airbus A321neo,394,Security risk — conflict zone
2026-04-18,DHL Aviation,DH5968,Doha,Lahore,Qatar,Pakistan,Airbus A321neo,153,Government travel ban
2026-04-18,Gulf Air,GU4657,Dubai,Frankfurt,UAE,Germany,Boeing 737-800,196,Temporary corridor suspension — safety bulletin
2026-04-18,Oman Air,OM5188,Delhi,Istanbul,India,Turkey,Boeing 777-300ER,129,Security risk — conflict zone
2026-04-18,IndiGo,IN8449,New York,Dubai,USA,UAE,Boeing 737 MAX 8,385,Government travel ban
2026-04-18,Gulf Air,GU7115,New York,Doha,USA,Qatar,Boeing 787-10 Dreamliner,217,Security risk — conflict zone
2026-04-18,Oman Air,OM7076,Dubai,Frankfurt,UAE,Germany,Airbus A380-800,263,Insurance restriction — war zone
2026-04-18,Emirates SkyCargo,EM6011,Cairo,Dubai,Egypt,UAE,Boeing 787-9 Dreamliner,103,Crew duty-time exceedance after long reroutes
2026-04-19,Malaysia Airlines,MA8821,London,Kuwait City,UK,Kuwait,Airbus A330-300,328,Diplomatic advisory — do not fly
2026-04-19,Pakistan International Airlines,PA3890,Doha,London,Qatar,UK,Boeing 777-300ER,127,Fuel supply disruption
2026-04-19,Gulf Air,GU8555,London,Riyadh,UK,Saudi Arabia,Airbus A350-900,450,Crew duty-time exceedance after long reroutes
2026-04-19,Thai Airways,TH5239,Abu Dhabi,Washington,UAE,USA,Boeing 737-800,321,Fuel supply disruption
2026-04-19,KLM,KL7570,Bahrain,Dubai,Bahrain,UAE,Airbus A321neo,256,Security risk — conflict zone
2026-04-19,Malaysia Airlines,MA294,Kuwait City,London,Kuwait,UK,Airbus A380-800,149,Airspace closure — NOTAM
2026-04-19,Singapore Airlines,SI8891,Karachi,Dubai,Pakistan,UAE,Airbus A380-800,360,Crew safety — company policy
2026-04-19,Turkish Airlines,TU8263,Beijing,Tehran,China,Iran,Boeing 737 MAX 8,153,Airspace closure — NOTAM
2026-04-19,Malaysia Airlines,MA5196,Doha,Los Angeles,Qatar,USA,Boeing 787-9 Dreamliner,206,Airport closure — military activity
2026-04-19,Thai Airways,TH6969,Amman,Dubai,Jordan,UAE,Airbus A330-300,98,Crew safety — company policy
2026-04-19,Thai Airways,TH8673,Tehran,Istanbul,Iran,Turkey,Airbus A321neo,225,Airspace closure — NOTAM
2026-04-19,Delta Air Lines,DE3481,Dubai,Islamabad,UAE,Pakistan,Boeing 777-200LR,98,Diplomatic advisory — do not fly
2026-04-19,Delta Air Lines,DE6067,Istanbul,Dubai,Turkey,UAE,Airbus A350-900,366,Crew duty-time exceedance after long reroutes
2026-04-19,Air France,AI513,Paris,Doha,France,Qatar,Boeing 787-10 Dreamliner,384,ATC flow restrictions — congestion
2026-04-19,Oman Air,OM9474,Kuwait City,Cairo,Kuwait,Egypt,Boeing 787-10 Dreamliner,218,Security risk — conflict zone
2026-04-19,EgyptAir,EG2868,London,Kuwait City,UK,Kuwait,Airbus A330-300,323,Insurance restriction — war zone
2026-04-19,Mahan Air,MA9555,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A320neo,195,Airport closure — military activity
2026-04-20,Etihad Airways,ET9919,Singapore,Dubai,Singapore,UAE,Airbus A321neo,314,Diplomatic advisory — do not fly
2026-04-20,Saudi Arabian Airlines,SA3808,Dubai,Karachi,UAE,Pakistan,Airbus A340-600,221,Fuel supply disruption
2026-04-20,Etihad Airways,ET6286,Paris,Doha,France,Qatar,Airbus A321neo,380,Insurance restriction — war zone
2026-04-20,Air France,AI5045,Cairo,Riyadh,Egypt,Saudi Arabia,Airbus A350-900,406,Crew duty-time exceedance after long reroutes
2026-04-20,DHL Aviation,DH9250,Kuwait City,Mumbai,Kuwait,India,Airbus A350-900,301,Diplomatic advisory — do not fly
2026-04-20,Gulf Air,GU6041,London,Bahrain,UK,Bahrain,Boeing 777-300ER,366,Insurance restriction — war zone
2026-04-20,Jazeera Airways,JA8882,Istanbul,Dubai,Turkey,UAE,Airbus A321neo,86,ATC flow restrictions — congestion
2026-04-20,Thai Airways,TH5062,Kuwait City,London,Kuwait,UK,Boeing 737 MAX 8,355,Diplomatic advisory — do not fly
2026-04-20,Malaysia Airlines,MA1394,Frankfurt,Dubai,Germany,UAE,Airbus A321neo,277,Airport closure — military activity
2026-04-20,Malaysia Airlines,MA3619,Dubai,Amman,UAE,Jordan,Boeing 777-300ER,317,Crew safety — company policy
2026-04-20,Lufthansa,LU2608,Abu Dhabi,London,UAE,UK,Airbus A340-600,153,Insurance restriction — war zone
2026-04-20,American Airlines,AM3949,Istanbul,Delhi,Turkey,India,Airbus A330-300,252,Airspace closure — NOTAM
2026-04-20,Oman Air,OM6650,Istanbul,Delhi,Turkey,India,Boeing 787-9 Dreamliner,133,Airport closure — military activity
2026-04-20,FedEx Express,FE9528,Amman,Dubai,Jordan,UAE,Boeing 787-10 Dreamliner,212,Temporary corridor suspension — safety bulletin
2026-04-20,Turkish Airlines,TU1265,Dubai,Frankfurt,UAE,Germany,Airbus A321neo,346,Security risk — conflict zone
2026-04-20,United Airlines,UN3753,Bahrain,London,Bahrain,UK,Boeing 787-10 Dreamliner,444,Diplomatic advisory — do not fly
2026-04-20,British Airways,BR6820,Mumbai,Dubai,India,UAE,Airbus A380-800,191,Fuel supply disruption
2026-04-20,DHL Aviation,DH2011,Tehran,Istanbul,Iran,Turkey,Boeing 737 MAX 8,194,Government travel ban
2026-04-20,Etihad Airways,ET1184,Istanbul,Karachi,Turkey,Pakistan,Airbus A350-900,390,Temporary corridor suspension — safety bulletin
2026-04-20,Delta Air Lines,DE6050,Singapore,London,Singapore,UK,Airbus A340-600,187,Airport closure — military activity
2026-04-20,Jazeera Airways,JA223,Singapore,Dubai,Singapore,UAE,Boeing 787-10 Dreamliner,407,Airport closure — military activity
2026-04-20,Mahan Air,MA6697,Kuwait City,London,Kuwait,UK,Airbus A340-600,405,Security risk — conflict zone
2026-04-20,Ethiopian Airlines,ET872,London,Doha,UK,Qatar,Airbus A380-800,371,Airport closure — military activity
2026-04-20,American Airlines,AM4167,Istanbul,Delhi,Turkey,India,Airbus A340-600,447,Crew duty-time exceedance after long reroutes
